id,score,rank,previous_value,raw_usd,usd,eth,eth_actual,is_listed,is_purchased,give_away_wallet
6242,640.27,59,402.846,402.8905,403,0.10478,,,,
1495,636.37,60,402.8015,402.846,403,0.10478,,,,
4697,629.32,61,402.757,402.8015,403,0.10478,,,,
4409,629.07,62,402.7125,402.757,403,0.10478,,,,
4450,624.81,63,402.668,402.7125,403,0.10478,,,,
1119,624.28,64,402.6235,402.668,403,0.10478,,,,
1212,615.82,65,402.579,402.6235,403,0.10478,,,,
3980,611.82,66,402.5345,402.579,403,0.10478,,,,
510,604.84,67,402.49,402.5345,403,0.10478,,,,
2407,602.52,68,402.4455,402.49,402,0.10452,,,,
7736,602.47,69,402.401,402.4455,402,0.10452,,,,
4792,597.33,70,402.3565,402.401,402,0.10452,,,,
8042,594.19,71,402.312,402.3565,402,0.10452,,,,
4128,593.24,72,402.2675,402.312,402,0.10452,,,,
3350,591.38,73,402.223,402.2675,402,0.10452,,,,
2834,591,74,402.1785,402.223,402,0.10452,,,,
2351,589.13,75,402.134,402.1785,402,0.10452,,,,
7238,587.14,76,402.0895,402.134,402,0.10452,,,,
7971,586.66,77,402.045,402.0895,402,0.10452,,,,
302,584.69,78,402.0005,402.045,402,0.10452,,,,
557,582.9,79,401.956,402.0005,402,0.10452,,,,
2871,574.52,80,401.9115,401.956,402,0.10452,,,,
3073,573.84,81,401.867,401.9115,402,0.10452,,,,
4806,572.04,82,401.8225,401.867,402,0.10452,,,,
2345,570.84,83,401.778,401.8225,402,0.10452,,,,
1853,569.66,84,401.7335,401.778,402,0.10452,,,,
843,566.76,85,401.689,401.7335,402,0.10452,,,,
6070,566.71,86,401.6445,401.689,402,0.10452,,,,
1183,566.47,87,401.6,401.6445,402,0.10452,,,,
5542,565.8,88,401.5555,401.6,402,0.10452,,,,
6199,561.08,89,401.511,401.5555,402,0.10452,,,,
8282,559.49,90,401.4665,401.511,402,0.10452,,,,
5146,553.23,91,401.422,401.4665,401,0.10426,,,,
5756,553.06,92,401.3775,401.422,401,0.10426,,,,
4992,540.04,93,401.333,401.3775,401,0.10426,,,,
8032,538.91,94,401.2885,401.333,401,0.10426,,,,
2706,531.73,95,401.244,401.2885,401,0.10426,,,,
248,519.01,96,401.1995,401.244,401,0.10426,,,,
4285,502.05,97,401.155,401.1995,401,0.10426,,,,
8699,498.43,98,401.1105,401.155,401,0.10426,,,,
1873,496.71,99,401.066,401.1105,401,0.10426,,,,
5192,493.13,100,401.0215,401.066,401,0.10426,,,,
6672,490.83,101,400.977,401.0215,401,0.10426,,,,
2309,488.49,102,400.9325,400.977,401,0.10426,,,,
1526,485.95,103,400.888,400.9325,401,0.10426,,,,
6428,485.27,104,400.8435,400.888,401,0.10426,,,,
7783,483.12,105,400.799,400.8435,401,0.10426,,,,
5934,482.46,106,400.7545,400.799,401,0.10426,,,,
5809,481.17,107,400.71,400.7545,401,0.10426,,,,
5162,479.14,108,400.6655,400.71,401,0.10426,,,,
5879,478.56,109,400.621,400.6655,401,0.10426,,,,
2619,474.68,110,400.5765,400.621,401,0.10426,,,,
1287,470.49,111,400.532,400.5765,401,0.10426,,,,
8808,469.76,112,400.4875,400.532,401,0.10426,,,,
3850,468.37,113,400.443,400.4875,400,0.104,,,,
6227,467.03,114,400.3985,400.443,400,0.104,,,,
2419,466.94,115,400.354,400.3985,400,0.104,,,,
8832,466.41,116,400.3095,400.354,400,0.104,,,,
6855,465.15,117,400.265,400.3095,400,0.104,,,,
4742,463.13,118,400.2205,400.265,400,0.104,,,,
5653,462.22,119,400.176,400.2205,400,0.104,,,,
5549,461.95,120,400.1315,400.176,400,0.104,,,,
733,458.95,121,400.087,400.1315,400,0.104,,,,
7267,458.78,122,400.0425,400.087,400,0.104,,,,
4293,457.75,123,399.998,400.0425,400,0.104,,,,
7817,457.67,124,399.9535,399.998,400,0.104,,,,
1461,457.28,125,399.909,399.9535,400,0.104,,,,
2544,456.42,126,399.8645,399.909,400,0.104,,,,
3424,456.02,127,399.82,399.8645,400,0.104,,,,
1689,450.14,128,399.7755,399.82,400,0.104,,,,
7956,449.67,129,399.731,399.7755,400,0.104,,,,
3440,449.03,130,399.6865,399.731,400,0.104,,,,
447,448.34,131,399.642,399.6865,400,0.104,,,,
5828,448.05,132,399.5975,399.642,400,0.104,,,,
768,447.8,133,399.553,399.5975,400,0.104,,,,
2242,447.7,134,399.5085,399.553,400,0.104,,,,
2718,447.43,135,399.464,399.5085,400,0.104,,,,
395,446.05,136,399.4195,399.464,399,0.10374,,,,
7036,445.31,137,399.375,399.4195,399,0.10374,,,,
1051,445.19,138,399.3305,399.375,399,0.10374,,,,
72,444.92,139,399.286,399.3305,399,0.10374,,,,
1575,444.38,140,399.2415,399.286,399,0.10374,,,,
1919,444.07,141,399.197,399.2415,399,0.10374,,,,
555,443.57,142,399.1525,399.197,399,0.10374,,,,
762,443.28,143,399.108,399.1525,399,0.10374,,,,
7329,442.89,144,399.0635,399.108,399,0.10374,,,,
2570,442.77,145,399.019,399.0635,399,0.10374,,,,
6021,442.49,146,398.9745,399.019,399,0.10374,,,,
5411,442.37,147,398.93,398.9745,399,0.10374,,,,
1344,441.82,148,398.8855,398.93,399,0.10374,,,,
6062,441.09,149,398.841,398.8855,399,0.10374,,,,
396,439.48,150,398.7965,398.841,399,0.10374,,,,
3249,439.19,151,398.752,398.7965,399,0.10374,,,,
1078,439.16,152,398.7075,398.752,399,0.10374,,,,
8016,439.02,153,398.663,398.7075,399,0.10374,,,,
1330,438.91,154,398.6185,398.663,399,0.10374,,,,
8363,438.4,155,398.574,398.6185,399,0.10374,,,,
7145,436.9,156,398.5295,398.574,399,0.10374,,,,
3471,435.15,157,398.485,398.5295,399,0.10374,,,,
7678,434.67,158,398.4405,398.485,398,0.10348,,,,
6235,433.37,159,398.396,398.4405,398,0.10348,,,,
4444,432.64,160,398.3515,398.396,398,0.10348,,,,
7368,432.41,161,398.307,398.3515,398,0.10348,,,,
8573,431.54,162,398.2625,398.307,398,0.10348,,,,
5297,431.28,163,398.218,398.2625,398,0.10348,,,,
5884,430.11,164,398.1735,398.218,398,0.10348,,,,
7454,429.79,165,398.129,398.1735,398,0.10348,,,,
7260,428.16,166,398.0845,398.129,398,0.10348,,,,
2196,427.41,167,398.04,398.0845,398,0.10348,,,,
8034,424.75,168,397.9955,398.04,398,0.10348,,,,
1131,424.33,169,397.951,397.9955,398,0.10348,,,,
2507,424.07,170,397.9065,397.951,398,0.10348,,,,
8071,424.06,171,397.862,397.9065,398,0.10348,,,,
5093,421.02,172,397.8175,397.862,398,0.10348,,,,
4874,420.94,173,397.773,397.8175,398,0.10348,,,,
7068,419.77,174,397.7285,397.773,398,0.10348,,,,
329,419.69,175,397.684,397.7285,398,0.10348,,,,
387,416.74,176,397.6395,397.684,398,0.10348,,,,
5863,415.16,177,397.595,397.6395,398,0.10348,,,,
4449,414.64,178,397.5505,397.595,398,0.10348,,,,
629,414.53,179,397.506,397.5505,398,0.10348,,,,
6041,413.71,180,397.4615,397.506,398,0.10348,,,,
8863,412.35,181,397.417,397.4615,397,0.10322,,,,
5807,411.24,182,397.3725,397.417,397,0.10322,,,,
1574,410.11,183,397.328,397.3725,397,0.10322,,,,
8862,409.13,184,397.2835,397.328,397,0.10322,,,,
4639,408.26,185,397.239,397.2835,397,0.10322,,,,
8491,407.48,186,397.1945,397.239,397,0.10322,,,,
1337,406.91,187,397.15,397.1945,397,0.10322,,,,
1959,406.7,188,397.1055,397.15,397,0.10322,,,,
5583,406.24,189,397.061,397.1055,397,0.10322,,,,
946,405.9,190,397.0165,397.061,397,0.10322,,,,
5657,404.31,191,396.972,397.0165,397,0.10322,,,,
636,402.13,192,396.9275,396.972,397,0.10322,,,,
5220,401.01,193,396.883,396.9275,397,0.10322,,,,
5604,400.76,194,396.8385,396.883,397,0.10322,,,,
8471,400.66,195,396.794,396.8385,397,0.10322,,,,
7463,400.6,196,396.7495,396.794,397,0.10322,,,,
392,400.33,197,396.705,396.7495,397,0.10322,,,,
4953,400.2,198,396.6605,396.705,397,0.10322,,,,
8157,399.11,199,396.616,396.6605,397,0.10322,,,,
3233,398.88,200,396.5715,396.616,397,0.10322,,,,
6076,398.05,201,396.527,396.5715,397,0.10322,,,,
4730,397.87,202,396.4825,396.527,397,0.10322,,,,
2317,397.67,203,396.438,396.4825,396,0.10296,,,,
1782,396.25,204,396.3935,396.438,396,0.10296,,,,
8871,395.54,205,396.349,396.3935,396,0.10296,,,,
2644,393.88,206,396.3045,396.349,396,0.10296,,,,
7763,393.54,207,396.26,396.3045,396,0.10296,,,,
7125,393.52,208,396.2155,396.26,396,0.10296,,,,
3491,393.49,209,396.171,396.2155,396,0.10296,,,,
6090,392.12,210,396.1265,396.171,396,0.10296,,,,
3367,391.67,211,396.082,396.1265,396,0.10296,,,,
8462,387.98,212,396.0375,396.082,396,0.10296,,,,
3234,387.79,213,395.993,396.0375,396,0.10296,,,,
2070,384.25,214,395.9485,395.993,396,0.10296,,,,
7957,384.19,215,395.904,395.9485,396,0.10296,,,,
7247,383.87,216,395.8595,395.904,396,0.10296,,,,
8067,383.77,217,395.815,395.8595,396,0.10296,,,,
8012,383.66,218,395.7705,395.815,396,0.10296,,,,
5126,382.4,219,395.726,395.7705,396,0.10296,,,,
2510,381.7,220,395.6815,395.726,396,0.10296,,,,
3907,381.62,221,395.637,395.6815,396,0.10296,,,,
7500,380.92,222,395.5925,395.637,396,0.10296,,,,
7556,380.74,223,395.548,395.5925,396,0.10296,,,,
437,380.57,224,395.5035,395.548,396,0.10296,,,,
2750,380.53,225,395.459,395.5035,396,0.10296,,,,
198,380.26,226,395.4145,395.459,395,0.1027,,,,
3402,378.18,227,395.37,395.4145,395,0.1027,,,,
6755,378.15,228,395.3255,395.37,395,0.1027,,,,
4110,377.38,229,395.281,395.3255,395,0.1027,,,,
6898,375.38,230,395.2365,395.281,395,0.1027,,,,
2320,375.11,231,395.192,395.2365,395,0.1027,,,,
1435,374.95,232,395.1475,395.192,395,0.1027,,,,
952,374.87,233,395.103,395.1475,395,0.1027,,,,
8236,374.7,234,395.0585,395.103,395,0.1027,,,,
3226,374.67,235,395.014,395.0585,395,0.1027,,,,
2572,373.64,236,394.9695,395.014,395,0.1027,,,,
4696,373.23,237,394.925,394.9695,395,0.1027,,,,
7361,372.78,238,394.8805,394.925,395,0.1027,,,,
6011,372.71,239,394.836,394.8805,395,0.1027,,,,
153,371.76,240,394.7915,394.836,395,0.1027,,,,
3577,371.27,241,394.747,394.7915,395,0.1027,,,,
8759,371.24,242,394.7025,394.747,395,0.1027,,,,
7479,371.08,243,394.658,394.7025,395,0.1027,,,,
2273,370.76,244,394.6135,394.658,395,0.1027,,,,
4607,370.62,245,394.569,394.6135,395,0.1027,,,,
745,370.11,246,394.5245,394.569,395,0.1027,,,,
7259,370.06,247,394.48,394.5245,395,0.1027,,,,
6823,369.2,248,394.4355,394.48,394,0.10244,,,,
1825,369.07,249,394.391,394.4355,394,0.10244,,,,
4036,369.04,250,394.3465,394.391,394,0.10244,,,,
6167,368.94,251,394.302,394.3465,394,0.10244,,,,
7007,368.69,252,394.2575,394.302,394,0.10244,,,,
8307,368.39,253,394.213,394.2575,394,0.10244,,,,
5171,368.15,254,394.1685,394.213,394,0.10244,,,,
7625,367.91,255,394.124,394.1685,394,0.10244,,,,
5528,367.85,256,394.0795,394.124,394,0.10244,,,,
1378,367.82,257,394.035,394.0795,394,0.10244,,,,
2333,367.59,258,393.9905,394.035,394,0.10244,,,,
3510,367.56,259,393.946,393.9905,394,0.10244,,,,
4475,367.35,260,393.9015,393.946,394,0.10244,,,,
2695,366.89,261,393.857,393.9015,394,0.10244,,,,
2401,366.86,262,393.8125,393.857,394,0.10244,,,,
1347,366.16,263,393.768,393.8125,394,0.10244,,,,
150,365.98,264,393.7235,393.768,394,0.10244,,,,
5332,365.88,265,393.679,393.7235,394,0.10244,,,,
2,365.73,266,393.6345,393.679,394,0.10244,,,,
3106,364.78,267,393.59,393.6345,394,0.10244,,,,
2849,364.34,268,393.5455,393.59,394,0.10244,,,,
8483,364.31,269,393.501,393.5455,394,0.10244,,,,
79,364.12,270,393.4565,393.501,394,0.10244,,,,
3341,364.12,271,393.412,393.4565,393,0.10218,,,,
6843,363.86,272,393.3675,393.412,393,0.10218,,,,
1570,362.39,273,393.323,393.3675,393,0.10218,,,,
7384,362.36,274,393.2785,393.323,393,0.10218,,,,
6930,362.24,275,393.234,393.2785,393,0.10218,,,,
6441,362.12,276,393.1895,393.234,393,0.10218,,,,
835,361.82,277,393.145,393.1895,393,0.10218,,,,
7638,361.62,278,393.1005,393.145,393,0.10218,,,,
3522,361.54,279,393.056,393.1005,393,0.10218,,,,
3091,361.05,280,393.0115,393.056,393,0.10218,,,,
4191,360.27,281,392.967,393.0115,393,0.10218,,,,
2827,360.22,282,392.9225,392.967,393,0.10218,,,,
6458,359.79,283,392.878,392.9225,393,0.10218,,,,
3670,359.77,284,392.8335,392.878,393,0.10218,,,,
2671,359.36,285,392.789,392.8335,393,0.10218,,,,
889,359.16,286,392.7445,392.789,393,0.10218,,,,
3750,358.6,287,392.7,392.7445,393,0.10218,,,,
2034,358.26,288,392.6555,392.7,393,0.10218,,,,
8508,358.11,289,392.611,392.6555,393,0.10218,,,,
5933,357.51,290,392.5665,392.611,393,0.10218,,,,
4095,357.04,291,392.522,392.5665,393,0.10218,,,,
2666,356.46,292,392.4775,392.522,393,0.10218,,,,
6802,356.16,293,392.433,392.4775,392,0.10192,,,,
5736,356.15,294,392.3885,392.433,392,0.10192,,,,
8017,356.08,295,392.344,392.3885,392,0.10192,,,,
5397,355.98,296,392.2995,392.344,392,0.10192,,,,
7161,355.67,297,392.255,392.2995,392,0.10192,,,,
1696,355.34,298,392.2105,392.255,392,0.10192,,,,
3681,355.14,299,392.166,392.2105,392,0.10192,,,,
4839,355.14,300,392.1215,392.166,392,0.10192,,,,
183,354.93,301,392.077,392.1215,392,0.10192,,,,
7636,354.77,302,392.0325,392.077,392,0.10192,,,,
7968,354.3,303,391.988,392.0325,392,0.10192,,,,
8140,353.98,304,391.9435,391.988,392,0.10192,,,,
88,353.81,305,391.899,391.9435,392,0.10192,,,,
4252,353.81,306,391.8545,391.899,392,0.10192,,,,
8047,353.81,307,391.81,391.8545,392,0.10192,,,,
2875,352.66,308,391.7655,391.81,392,0.10192,,,,
5998,352.27,309,391.721,391.7655,392,0.10192,,,,
1316,352.22,310,391.6765,391.721,392,0.10192,,,,
7082,351.92,311,391.632,391.6765,392,0.10192,,,,
4303,351.2,312,391.5875,391.632,392,0.10192,,,,
24,351.19,313,391.543,391.5875,392,0.10192,,,,
6552,351.02,314,391.4985,391.543,392,0.10192,,,,
3395,350.81,315,391.454,391.4985,391,0.10166,,,,
7626,350.61,316,391.4095,391.454,391,0.10166,,,,
407,350.56,317,391.365,391.4095,391,0.10166,,,,
3622,350.31,318,391.3205,391.365,391,0.10166,,,,
100,350.11,319,391.276,391.3205,391,0.10166,,,,
2207,349.9,320,391.2315,391.276,391,0.10166,,,,
1432,349.55,321,391.187,391.2315,391,0.10166,,,,
6150,349.47,322,391.1425,391.187,391,0.10166,,,,
174,349.39,323,391.098,391.1425,391,0.10166,,,,
3985,349.01,324,391.0535,391.098,391,0.10166,,,,
6848,348.86,325,391.009,391.0535,391,0.10166,,,,
1466,348.75,326,390.9645,391.009,391,0.10166,,,,
7176,348.26,327,390.92,390.9645,391,0.10166,,,,
5199,348.17,328,390.8755,390.92,391,0.10166,,,,
6281,347.17,329,390.831,390.8755,391,0.10166,,,,
4950,347.13,330,390.7865,390.831,391,0.10166,,,,
6929,346.53,331,390.742,390.7865,391,0.10166,,,,
4134,346.44,332,390.6975,390.742,391,0.10166,,,,
6916,346.43,333,390.653,390.6975,391,0.10166,,,,
6687,346.3,334,390.6085,390.653,391,0.10166,,,,
6179,345.23,335,390.564,390.6085,391,0.10166,,,,
6000,345.11,336,390.5195,390.564,391,0.10166,,,,
5473,345.03,337,390.475,390.5195,391,0.10166,,,,
2939,344.68,338,390.4305,390.475,390,0.1014,,,,
1534,344.42,339,390.386,390.4305,390,0.1014,,,,
4538,344.22,340,390.3415,390.386,390,0.1014,,,,
7515,343.91,341,390.297,390.3415,390,0.1014,,,,
77,343.75,342,390.2525,390.297,390,0.1014,,,,
4480,343.57,343,390.208,390.2525,390,0.1014,,,,
4375,343.41,344,390.1635,390.208,390,0.1014,,,,
2229,342.35,345,390.119,390.1635,390,0.1014,,,,
1500,342.31,346,390.0745,390.119,390,0.1014,,,,
7759,342.13,347,390.03,390.0745,390,0.1014,,,,
2224,341.98,348,389.9855,390.03,390,0.1014,,,,
2059,341.95,349,389.941,389.9855,390,0.1014,,,,
8013,341.87,350,389.8965,389.941,390,0.1014,,,,
6244,341.82,351,389.852,389.8965,390,0.1014,,,,
7339,341.49,352,389.8075,389.852,390,0.1014,,,,
5885,340.98,353,389.763,389.8075,390,0.1014,,,,
197,340.53,354,389.7185,389.763,390,0.1014,,,,
6494,340.48,355,389.674,389.7185,390,0.1014,,,,
8691,340.04,356,389.6295,389.674,390,0.1014,,,,
1450,339.82,357,389.585,389.6295,390,0.1014,,,,
93,339.7,358,389.5405,389.585,390,0.1014,,,,
2851,338.94,359,389.496,389.5405,390,0.1014,,,,
8229,338.86,360,389.4515,389.496,389,0.10114,,,,
3062,338.69,361,389.407,389.4515,389,0.10114,,,,
2509,338.66,362,389.3625,389.407,389,0.10114,,,,
5337,338.46,363,389.318,389.3625,389,0.10114,,,,
4321,338.29,364,389.2735,389.318,389,0.10114,,,,
1520,337.86,365,389.229,389.2735,389,0.10114,,,,
7516,337.61,366,389.1845,389.229,389,0.10114,,,,
3832,337.49,367,389.14,389.1845,389,0.10114,,,,
1882,337.12,368,389.0955,389.14,389,0.10114,,,,
479,337,369,389.051,389.0955,389,0.10114,,,,
6106,336.71,370,389.0065,389.051,389,0.10114,,,,
7499,336.7,371,388.962,389.0065,389,0.10114,,,,
4947,336.41,372,388.9175,388.962,389,0.10114,,,,
7005,335.02,373,388.873,388.9175,389,0.10114,,,,
5214,334.5,374,388.8285,388.873,389,0.10114,,,,
8576,334.38,375,388.784,388.8285,389,0.10114,,,,
8554,334.12,376,388.7395,388.784,389,0.10114,,,,
6372,334.11,377,388.695,388.7395,389,0.10114,,,,
1928,333.85,378,388.6505,388.695,389,0.10114,,,,
4878,333.73,379,388.606,388.6505,389,0.10114,,,,
2035,333.49,380,388.5615,388.606,389,0.10114,,,,
1114,333.21,381,388.517,388.5615,389,0.10114,,,,
3320,333.19,382,388.4725,388.517,389,0.10114,,,,
677,333.06,383,388.428,388.4725,388,0.10088,,,,
4143,333.01,384,388.3835,388.428,388,0.10088,,,,
805,332.81,385,388.339,388.3835,388,0.10088,,,,
5465,332.7,386,388.2945,388.339,388,0.10088,,,,
1481,332.67,387,388.25,388.2945,388,0.10088,,,,
1558,332.65,388,388.2055,388.25,388,0.10088,,,,
7807,332.5,389,388.161,388.2055,388,0.10088,,,,
2022,331.89,390,388.1165,388.161,388,0.10088,,,,
6034,331.59,391,388.072,388.1165,388,0.10088,,,,
2843,331.51,392,388.0275,388.072,388,0.10088,,,,
5694,331.37,393,387.983,388.0275,388,0.10088,,,,
920,330.99,394,387.9385,387.983,388,0.10088,,,,
6088,330.78,395,387.894,387.9385,388,0.10088,,,,
8851,330.74,396,387.8495,387.894,388,0.10088,,,,
4677,330.48,397,387.805,387.8495,388,0.10088,,,,
4240,330.32,398,387.7605,387.805,388,0.10088,,,,
5552,330.08,399,387.716,387.7605,388,0.10088,,,,
53,329.85,400,387.6715,387.716,388,0.10088,,,,
642,329.72,401,387.627,387.6715,388,0.10088,,,,
3905,329.5,402,387.5825,387.627,388,0.10088,,,,
5177,329.3,403,387.538,387.5825,388,0.10088,,,,
2468,329.24,404,387.4935,387.538,388,0.10088,,,,
5596,328.66,405,387.449,387.4935,387,0.10062,,,,
1874,328.26,406,387.4045,387.449,387,0.10062,,,,
8254,328.12,407,387.36,387.4045,387,0.10062,,,,
7070,328.02,408,387.3155,387.36,387,0.10062,,,,
8512,328.01,409,387.271,387.3155,387,0.10062,,,,
7397,328,410,387.2265,387.271,387,0.10062,,,,
7468,327.98,411,387.182,387.2265,387,0.10062,,,,
4621,327.92,412,387.1375,387.182,387,0.10062,,,,
6074,327.83,413,387.093,387.1375,387,0.10062,,,,
2063,327.8,414,387.0485,387.093,387,0.10062,,,,
8065,327.6,415,387.004,387.0485,387,0.10062,,,,
5288,327.43,416,386.9595,387.004,387,0.10062,,,,
8122,327.16,417,386.915,386.9595,387,0.10062,,,,
5893,326.93,418,386.8705,386.915,387,0.10062,,,,
2932,326.81,419,386.826,386.8705,387,0.10062,,,,
285,326.77,420,386.7815,386.826,387,0.10062,,,,
5735,326.09,421,386.737,386.7815,387,0.10062,,,,
1846,325.96,422,386.6925,386.737,387,0.10062,,,,
2591,325.75,423,386.648,386.6925,387,0.10062,,,,
560,325.54,424,386.6035,386.648,387,0.10062,,,,
5527,324.59,425,386.559,386.6035,387,0.10062,,,,
5272,324.43,426,386.5145,386.559,387,0.10062,,,,
8597,324.33,427,386.47,386.5145,387,0.10062,,,,
57,324.16,428,386.4255,386.47,386,0.10036,,,,
8736,324.13,429,386.381,386.4255,386,0.10036,,,,
5000,324.12,430,386.3365,386.381,386,0.10036,,,,
4780,324.11,431,386.292,386.3365,386,0.10036,,,,
6132,323.98,432,386.2475,386.292,386,0.10036,,,,
4671,323.81,433,386.203,386.2475,386,0.10036,,,,
3659,323.48,434,386.1585,386.203,386,0.10036,,,,
734,323.26,435,386.114,386.1585,386,0.10036,,,,
7000,322.95,436,386.0695,386.114,386,0.10036,,,,
4963,322.81,437,386.025,386.0695,386,0.10036,,,,
5053,322.8,438,385.9805,386.025,386,0.10036,,,,
7715,322.72,439,385.936,385.9805,386,0.10036,,,,
8116,322.41,440,385.8915,385.936,386,0.10036,,,,
4107,322.26,441,385.847,385.8915,386,0.10036,,,,
4052,322.2,442,385.8025,385.847,386,0.10036,,,,
3229,321.86,443,385.758,385.8025,386,0.10036,,,,
5333,321.84,444,385.7135,385.758,386,0.10036,,,,
7200,321.68,445,385.669,385.7135,386,0.10036,,,,
7722,321.64,446,385.6245,385.669,386,0.10036,,,,
3239,321.63,447,385.58,385.6245,386,0.10036,,,,
1830,321.2,448,385.5355,385.58,386,0.10036,,,,
6946,321.16,449,385.491,385.5355,386,0.10036,,,,
6461,321.07,450,385.4465,385.491,385,0.1001,,,,
289,321.05,451,385.402,385.4465,385,0.1001,,,,
7270,320.95,452,385.3575,385.402,385,0.1001,,,,
6294,320.94,453,385.313,385.3575,385,0.1001,,,,
3748,320.9,454,385.2685,385.313,385,0.1001,,,,
6152,320.87,455,385.224,385.2685,385,0.1001,,,,
6977,319.96,456,385.1795,385.224,385,0.1001,,,,
7949,319.26,457,385.135,385.1795,385,0.1001,,,,
5228,319.19,458,385.0905,385.135,385,0.1001,,,,
3373,319.08,459,385.046,385.0905,385,0.1001,,,,
645,318.9,460,385.0015,385.046,385,0.1001,,,,
631,318.79,461,384.957,385.0015,385,0.1001,,,,
2918,318.35,462,384.9125,384.957,385,0.1001,,,,
939,318.21,463,384.868,384.9125,385,0.1001,,,,
1365,317.85,464,384.8235,384.868,385,0.1001,,,,
259,317.34,465,384.779,384.8235,385,0.1001,,,,
5129,317.2,466,384.7345,384.779,385,0.1001,,,,
934,317.15,467,384.69,384.7345,385,0.1001,,,,
4548,317.04,468,384.6455,384.69,385,0.1001,,,,
2565,316.98,469,384.601,384.6455,385,0.1001,,,,
408,316.94,470,384.5565,384.601,385,0.1001,,,,
2364,316.76,471,384.512,384.5565,385,0.1001,,,,
5180,316.58,472,384.4675,384.512,385,0.1001,,,,
6679,316.33,473,384.423,384.4675,384,0.09984,,,,
732,316.29,474,384.3785,384.423,384,0.09984,,,,
5834,316.21,475,384.334,384.3785,384,0.09984,,,,
1726,316.14,476,384.2895,384.334,384,0.09984,,,,
2052,316.03,477,384.245,384.2895,384,0.09984,,,,
5132,315.87,478,384.2005,384.245,384,0.09984,,,,
6117,315.46,479,384.156,384.2005,384,0.09984,,,,
2567,315.22,480,384.1115,384.156,384,0.09984,,,,
6482,315.06,481,384.067,384.1115,384,0.09984,,,,
